question_id,res
0,correct
1,incorrect
2,correct
3,correct
4,incorrect
5,correct
6,correct
7,correct
8,correct
9,correct
10,correct
11,correct
12,incorrect
13,correct
14,correct
15,incorrect
16,incorrect
17,incorrect
18,correct
19,correct
20,correct
21,correct
22,incorrect
23,correct
24,correct
25,incorrect
26,incorrect
27,incorrect
28,incorrect
29,correct
30,incorrect
31,correct
32,correct
33,incorrect
34,correct
35,correct
36,incorrect
37,incorrect
38,correct
39,correct
40,incorrect
41,incorrect
42,correct
43,incorrect
44,correct
45,correct
46,correct
47,correct
48,correct
49,incorrect
50,correct
51,incorrect
52,correct
53,incorrect
54,correct
55,correct
56,correct
57,correct
58,correct
59,correct
60,correct
61,correct
62,correct
63,incorrect
64,correct
65,incorrect
66,correct
67,correct
68,correct
69,correct
70,correct
71,incorrect
72,correct
73,correct
74,correct
75,correct
76,correct
77,incorrect
78,correct
79,correct
80,incorrect
81,correct
82,incorrect
83,correct
84,incorrect
85,incorrect
86,incorrect
87,incorrect
88,correct
89,correct
90,correct
91,correct
92,correct
93,correct
94,incorrect
95,incorrect
96,correct
97,correct
98,incorrect
99,incorrect
100,correct
101,incorrect
102,incorrect
103,correct
104,correct
105,correct
106,correct
107,correct
108,incorrect
109,correct
110,incorrect
111,correct
112,correct
113,correct
114,correct
115,correct
116,incorrect
117,correct
118,incorrect
119,correct
120,correct
121,correct
122,correct
123,correct
124,incorrect
125,incorrect
126,correct
127,correct
128,correct
129,incorrect
130,incorrect
131,incorrect
132,correct
133,incorrect
134,correct
135,incorrect
136,incorrect
137,incorrect
138,incorrect
139,correct
140,correct
141,incorrect
142,incorrect
143,correct
144,incorrect
145,incorrect
146,correct
147,incorrect
148,correct
149,correct
150,incorrect
151,correct
152,correct
153,correct
154,correct
155,correct
156,incorrect
157,correct
158,correct
159,incorrect
160,correct
161,correct
162,correct
163,incorrect
164,correct
165,incorrect
166,correct
167,correct
168,incorrect
169,incorrect
170,correct
171,incorrect
172,incorrect
173,incorrect
174,incorrect
175,correct
176,correct
177,correct
178,correct
179,correct
180,incorrect
181,correct
182,incorrect
183,correct
184,correct
185,incorrect
186,incorrect
187,correct
188,incorrect
189,incorrect
190,correct
191,correct
192,correct
193,incorrect
194,correct
195,correct
196,correct
197,incorrect
198,incorrect
199,correct
200,correct
201,incorrect
202,correct
203,correct
204,correct
205,correct
206,correct
207,incorrect
208,correct
209,correct
210,correct
211,incorrect
212,correct
213,correct
214,incorrect
215,incorrect
216,correct
217,incorrect
218,incorrect
219,incorrect
220,incorrect
221,incorrect
222,correct
223,incorrect
224,incorrect
225,correct
226,correct
227,correct
228,correct
229,correct
230,correct
231,incorrect
232,correct
233,correct
234,incorrect
235,correct
236,correct
237,incorrect
238,correct
239,correct
240,correct
241,correct
242,correct
243,correct
244,correct
245,incorrect
246,correct
247,incorrect
248,correct
249,incorrect
250,correct
251,incorrect
252,incorrect
253,incorrect
254,incorrect
255,correct
256,correct
257,correct
258,correct
259,correct
260,correct
261,correct
262,correct
263,incorrect
264,incorrect
265,correct
266,correct
267,incorrect
268,incorrect
269,incorrect
270,incorrect
271,incorrect
272,correct
273,incorrect
274,correct
275,correct
276,correct
277,incorrect
278,correct
279,correct
280,correct
281,incorrect
282,correct
283,correct
284,correct
285,incorrect
286,incorrect
287,correct
288,correct
289,correct
290,correct
291,correct
292,correct
293,correct
294,correct
295,correct
296,incorrect
297,correct
298,incorrect
299,correct
300,correct
301,correct
302,correct
303,correct
304,correct
305,correct
306,incorrect
307,incorrect
308,correct
309,incorrect
310,correct
311,incorrect
312,correct
313,correct
314,correct
315,correct
316,correct
317,incorrect
318,correct
319,correct
320,correct
321,correct
322,correct
323,correct
324,incorrect
325,correct
326,correct
327,correct
328,incorrect
329,correct
330,incorrect
331,correct
332,correct
333,correct
334,correct
335,incorrect
336,correct
337,correct
338,incorrect
339,correct
340,incorrect
341,incorrect
342,incorrect
343,incorrect
344,incorrect
345,correct
346,correct
347,incorrect
348,correct
349,incorrect
350,correct
351,correct
352,incorrect
353,correct
354,incorrect
355,correct
356,correct
357,incorrect
358,correct
359,incorrect
360,incorrect
361,incorrect
362,correct
363,incorrect
364,correct
365,correct
366,correct
367,correct
368,correct
369,correct
370,correct
371,correct
372,correct
373,correct
374,correct
375,correct
376,incorrect
377,incorrect
378,correct
379,correct
380,correct
381,correct
382,correct
383,correct
384,incorrect
385,correct
386,incorrect
387,incorrect
388,incorrect
389,incorrect
390,correct
391,correct
392,incorrect
393,incorrect
394,correct
395,correct
396,correct
397,correct
398,incorrect
399,incorrect
400,correct
401,correct
402,incorrect
403,incorrect
404,correct
405,incorrect
406,incorrect
407,correct
408,incorrect
409,correct
410,correct
411,incorrect
412,incorrect
413,incorrect
414,correct
415,incorrect
416,correct
417,incorrect
418,correct
419,correct
420,correct
421,correct
422,correct
423,incorrect
424,incorrect
425,incorrect
426,correct
427,correct
428,incorrect
429,incorrect
430,incorrect
431,incorrect
432,incorrect
433,incorrect
434,correct
435,incorrect
436,incorrect
437,incorrect
438,correct
439,correct
440,correct
441,incorrect
442,incorrect
443,incorrect
444,incorrect
445,incorrect
446,incorrect
447,incorrect
448,incorrect
449,correct
450,correct
451,correct
452,correct
453,incorrect
454,incorrect
455,correct
456,correct
457,correct
458,incorrect
459,correct
460,correct
461,correct
462,correct
463,incorrect
464,correct
465,incorrect
466,correct
467,correct
468,correct
469,incorrect
470,correct
471,correct
472,correct
473,incorrect
474,correct
475,correct
476,incorrect
477,correct
478,correct
479,correct
480,correct
481,correct
482,incorrect
483,correct
484,incorrect
485,correct
486,correct
487,correct
488,correct
489,correct
490,correct
491,correct
492,correct
493,correct
494,incorrect
495,correct
496,correct
497,correct
498,correct
499,incorrect
500,incorrect
501,correct
502,correct
503,correct
504,correct
505,correct
506,correct
507,correct
508,correct
509,correct
510,correct
511,incorrect
512,correct
513,correct
514,incorrect
515,incorrect
516,correct
517,incorrect
518,incorrect
519,incorrect
520,incorrect
521,correct
522,correct
523,incorrect
524,correct
525,incorrect
526,correct
527,correct
528,correct
529,incorrect
530,incorrect
531,correct
532,correct
533,incorrect
534,correct
535,correct
536,correct
537,correct
538,correct
539,correct
540,correct
541,correct
542,correct
543,correct
544,correct
545,correct
546,correct
547,correct
548,correct
549,correct
550,correct
551,correct
552,correct
553,correct
554,correct
555,correct
556,correct
557,correct
558,correct
559,correct
560,correct
561,correct
562,correct
563,correct
564,correct
565,correct
566,correct
567,correct
568,correct
569,correct
570,correct
571,incorrect
572,correct
573,correct
574,correct
575,correct
576,correct
577,correct
578,correct
579,correct
580,correct
581,incorrect
582,incorrect
583,correct
584,incorrect
585,correct
586,incorrect
587,incorrect
588,correct
589,correct
590,incorrect
591,correct
592,correct
593,incorrect
594,incorrect
595,incorrect
596,incorrect
597,correct
598,correct
599,correct
600,incorrect
601,correct
602,incorrect
603,incorrect
604,incorrect
605,incorrect
606,correct
607,correct
608,incorrect
609,correct
610,incorrect
611,correct
612,correct
613,correct
614,incorrect
615,correct
616,incorrect
617,incorrect
618,correct
619,correct
620,correct
621,correct
622,correct
623,correct
624,correct
625,correct
626,correct
627,correct
628,incorrect
629,correct
630,incorrect
631,incorrect
632,incorrect
633,correct
634,incorrect
635,incorrect
636,correct
637,correct
638,correct
639,incorrect
640,incorrect
641,correct
642,incorrect
643,correct
644,correct
645,correct
646,incorrect
647,correct
648,correct
649,incorrect
650,correct
651,correct
652,correct
653,incorrect
654,correct
655,correct
656,incorrect
657,incorrect
658,correct
659,correct
660,correct
661,correct
662,incorrect
663,correct
664,correct
665,correct
666,correct
667,incorrect
668,correct
669,correct
670,correct
671,correct
672,incorrect
673,incorrect
674,correct
675,correct
676,correct
677,correct
678,correct
679,incorrect
680,correct
681,incorrect
682,incorrect
683,incorrect
684,correct
685,incorrect
686,incorrect
687,incorrect
688,correct
689,incorrect
690,correct
691,correct
692,incorrect
693,incorrect
694,incorrect
695,correct
696,incorrect
697,correct
698,incorrect
699,correct
700,incorrect
701,incorrect
702,correct
703,correct
704,correct
705,correct
706,correct
707,correct
708,incorrect
709,incorrect
710,incorrect
711,incorrect
712,correct
713,correct
714,correct
715,correct
716,correct
717,correct
718,correct
719,correct
720,incorrect
721,correct
722,correct
723,correct
724,correct
725,correct
726,incorrect
727,correct
728,incorrect
729,correct
730,correct
731,correct
732,correct
733,correct
734,correct
735,correct
736,correct
737,correct
738,correct
739,correct
740,correct
741,incorrect
742,correct
743,incorrect
744,incorrect
745,correct
746,correct
747,correct
748,correct
749,correct
750,correct
751,correct
752,correct
753,correct
754,correct
755,correct
756,correct
757,correct
758,correct
759,correct
760,correct
761,correct
762,correct
763,correct
764,correct
765,correct
766,correct
767,incorrect
768,correct
769,correct
770,correct
771,correct
772,correct
773,correct
774,correct
775,correct
776,correct
777,correct
778,correct
779,correct
780,correct
781,correct
782,correct
783,correct
784,correct
785,correct
786,incorrect
787,correct
788,incorrect
789,correct
790,correct
791,incorrect
792,correct
793,correct
794,correct
795,correct
796,correct
797,correct
798,correct
799,correct
800,correct
801,correct
802,incorrect
803,incorrect
804,correct
805,incorrect
806,correct
807,correct
808,correct
809,correct
810,incorrect
811,correct
812,incorrect
813,correct
814,correct
815,correct
816,correct
817,correct
818,correct
819,correct
820,correct
821,correct
822,correct
823,correct
824,correct
825,correct
826,correct
827,correct
828,correct
829,correct
830,correct
831,correct
832,incorrect
833,correct
834,correct
835,incorrect
836,correct
837,correct
838,correct
839,correct
840,correct
841,correct
842,correct
843,correct
844,correct
845,correct
846,correct
847,incorrect
848,correct
849,incorrect
850,correct
851,incorrect
852,incorrect
853,correct
854,correct
855,incorrect
856,correct
857,correct
858,correct
859,correct
860,incorrect
861,incorrect
862,correct
863,correct
864,correct
865,correct
866,incorrect
867,correct
868,correct
869,correct
870,correct
871,incorrect
872,incorrect
873,correct
874,correct
875,correct
876,correct
877,correct
878,correct
879,correct
880,incorrect
881,correct
882,correct
883,incorrect
884,correct
885,correct
886,correct
887,incorrect
888,incorrect
889,incorrect
890,incorrect
891,incorrect
892,incorrect
893,incorrect
894,incorrect
895,correct
896,incorrect
897,incorrect
898,incorrect
899,correct
900,correct
901,correct
902,incorrect
903,incorrect
904,correct
905,incorrect
906,correct
907,correct
908,incorrect
909,correct
910,correct
911,correct
912,correct
913,correct
914,correct
915,incorrect
916,correct
917,correct
918,correct
919,correct
920,correct
921,incorrect
922,incorrect
923,correct
924,correct
925,correct
926,correct
927,correct
928,incorrect
929,correct
930,incorrect
931,correct
932,correct
933,correct
934,correct
935,correct
936,correct
937,correct
938,correct
939,correct
940,correct
941,correct
942,correct
943,correct
944,correct
945,correct
946,correct
947,correct
948,correct
949,incorrect
950,correct
951,incorrect
952,incorrect
953,correct
954,correct
955,incorrect
956,correct
957,incorrect
958,incorrect
959,correct
960,correct
961,correct
962,correct
963,incorrect
964,incorrect
965,correct
966,incorrect
967,incorrect
968,correct
969,correct
970,incorrect
971,correct
972,correct
973,incorrect
974,correct
975,incorrect
976,correct
977,correct
978,incorrect
979,incorrect
980,correct
981,correct
982,correct
983,correct
984,incorrect
985,incorrect
986,incorrect
987,correct
988,incorrect
989,incorrect
990,incorrect
991,correct
992,incorrect
993,incorrect
994,correct
995,incorrect
996,incorrect
997,correct
998,incorrect
999,correct
1000,incorrect
1001,correct
1002,incorrect
1003,correct
1004,incorrect
1005,correct
1006,incorrect
1007,correct
1008,correct
1009,correct
1010,incorrect
1011,incorrect
1012,incorrect
1013,incorrect
1014,incorrect
1015,incorrect
1016,incorrect
1017,correct
1018,correct
1019,correct
1020,correct
1021,incorrect
1022,correct
1023,incorrect
1024,incorrect
1025,correct
1026,correct
1027,incorrect
1028,incorrect
1029,incorrect
1030,correct
1031,correct
1032,incorrect
1033,incorrect
1034,incorrect
1035,correct
1036,correct
1037,correct
1038,correct
1039,correct
1040,incorrect
1041,incorrect
1042,correct
1043,correct
1044,correct
1045,correct
1046,correct
1047,correct
1048,correct
1049,correct
1050,correct
1051,correct
1052,incorrect
1053,correct
1054,correct
1055,correct
1056,correct
1057,correct
1058,incorrect
1059,correct
1060,correct
1061,incorrect
1062,correct
1063,correct
1064,incorrect
1065,correct
1066,correct
1067,correct
1068,incorrect
1069,correct
1070,correct
1071,correct
1072,correct
1073,correct
1074,correct
1075,incorrect
1076,correct
1077,correct
1078,correct
1079,correct
1080,correct
1081,correct
1082,correct
1083,correct
1084,correct
1085,incorrect
1086,correct
1087,incorrect
1088,correct
1089,correct
1090,correct
1091,correct
1092,incorrect
1093,incorrect
1094,incorrect
1095,correct
1096,correct
1097,correct
1098,correct
1099,correct
1100,correct
1101,correct
1102,correct
1103,correct
1104,correct
1105,correct
1106,correct
1107,incorrect
1108,incorrect
1109,correct
1110,correct
1111,correct
1112,correct
1113,incorrect
1114,correct
1115,incorrect
1116,correct
1117,correct
1118,incorrect
1119,incorrect
1120,incorrect
1121,incorrect
1122,correct
1123,correct
1124,correct
1125,correct
1126,incorrect
1127,incorrect
1128,incorrect
1129,correct
1130,correct
1131,incorrect
1132,correct
1133,correct
1134,correct
1135,incorrect
1136,correct
1137,correct
1138,correct
1139,correct
1140,correct
1141,correct
1142,incorrect
1143,correct
1144,incorrect
1145,incorrect
1146,correct
1147,correct
1148,incorrect
1149,incorrect
1150,correct
1151,correct
1152,incorrect
1153,correct
1154,correct
1155,correct
1156,correct
1157,correct
1158,correct
1159,correct
1160,correct
1161,correct
1162,correct
1163,correct
1164,correct
1165,correct
1166,incorrect
1167,incorrect
1168,incorrect
1169,correct
1170,incorrect
1171,correct
1172,correct
1173,correct
1174,incorrect
1175,incorrect
1176,correct
1177,correct
1178,incorrect
1179,incorrect
1180,correct
1181,correct
1182,correct
1183,correct
1184,correct
1185,incorrect
1186,incorrect
1187,correct
1188,incorrect
1189,correct
1190,correct
1191,correct
1192,correct
1193,correct
1194,correct
1195,correct
1196,incorrect
1197,incorrect
1198,correct
1199,incorrect
1200,incorrect
1201,correct
1202,correct
1203,correct
1204,incorrect
1205,incorrect
1206,correct
1207,incorrect
1208,correct
1209,correct
1210,correct
1211,incorrect
1212,correct
1213,incorrect
1214,correct
1215,correct
1216,incorrect
1217,incorrect
1218,correct
1219,incorrect
1220,correct
1221,correct
1222,correct
1223,incorrect
1224,incorrect
1225,incorrect
1226,incorrect
1227,correct
1228,correct
1229,correct
1230,correct
1231,correct
1232,correct
1233,incorrect
1234,incorrect
1235,incorrect
1236,incorrect
1237,correct
1238,correct
1239,correct
1240,correct
1241,incorrect
1242,incorrect
1243,incorrect
1244,correct
1245,incorrect
1246,correct
1247,incorrect
1248,incorrect
1249,correct
1250,correct
1251,incorrect
1252,incorrect
1253,incorrect
1254,incorrect
1255,correct
1256,incorrect
1257,correct
1258,correct
1259,correct
1260,correct
1261,correct
1262,correct
1263,correct
1264,incorrect
1265,incorrect
1266,correct
1267,incorrect
1268,correct
1269,incorrect
1270,correct
1271,incorrect
1272,correct
1273,incorrect
1274,incorrect
1275,incorrect
1276,correct
1277,correct
1278,incorrect
1279,incorrect
1280,incorrect
1281,correct
1282,correct
1283,incorrect
1284,incorrect
1285,incorrect
1286,incorrect
1287,incorrect
1288,correct
1289,incorrect
1290,incorrect
1291,incorrect
1292,correct
1293,correct
1294,incorrect
1295,incorrect
1296,incorrect
1297,incorrect
1298,incorrect
1299,incorrect
1300,incorrect
1301,correct
1302,incorrect
1303,correct
1304,incorrect
1305,incorrect
1306,incorrect
1307,correct
1308,incorrect
1309,correct
1310,correct
1311,correct
1312,correct
1313,incorrect
1314,incorrect
1315,incorrect
1316,correct
1317,incorrect
1318,incorrect
1319,correct
1320,correct
1321,incorrect
1322,incorrect
1323,correct
1324,correct
1325,correct
1326,correct
1327,correct
1328,correct
1329,correct
1330,correct
1331,correct
1332,correct
1333,correct
1334,incorrect
1335,correct
1336,incorrect
1337,correct
1338,incorrect
1339,incorrect
1340,correct
1341,correct
1342,correct
1343,correct
1344,correct
1345,correct
1346,correct
1347,correct
1348,correct
1349,correct
1350,correct
1351,correct
1352,correct
1353,correct
1354,correct
1355,correct
1356,correct
1357,correct
1358,correct
1359,correct
1360,correct
1361,correct
1362,correct
1363,correct
1364,correct
1365,incorrect
1366,incorrect
1367,correct
1368,correct
1369,correct
1370,incorrect
1371,correct
1372,correct
1373,correct
1374,correct
1375,correct
1376,correct
1377,correct
1378,correct
1379,correct
1380,correct
1381,correct
1382,correct
1383,correct
1384,correct
1385,correct
1386,correct
1387,correct
1388,incorrect
1389,correct
1390,correct
1391,incorrect
1392,correct
1393,correct
1394,correct
1395,correct
1396,correct
1397,correct
1398,correct
1399,incorrect
1400,correct
1401,correct
1402,correct
1403,correct
1404,incorrect
1405,incorrect
1406,incorrect
1407,incorrect
1408,correct
1409,correct
1410,correct
1411,correct
1412,correct
1413,correct
1414,correct
1415,correct
1416,correct
1417,correct
1418,correct
1419,correct
1420,correct
1421,incorrect
1422,correct
1423,correct
1424,correct
1425,correct
1426,correct
1427,incorrect
1428,correct
1429,correct
1430,correct
1431,correct
1432,correct
1433,incorrect
1434,correct
1435,correct
1436,correct
1437,incorrect
1438,correct
1439,correct
1440,correct
1441,incorrect
1442,correct
1443,correct
1444,correct
1445,correct
1446,correct
1447,correct
1448,correct
1449,correct
1450,incorrect
1451,incorrect
1452,correct
1453,incorrect
1454,incorrect
1455,correct
1456,incorrect
1457,correct
1458,incorrect
1459,correct
1460,correct
1461,correct
1462,correct
1463,correct
1464,correct
1465,correct
1466,correct
1467,correct
1468,correct
1469,correct
1470,correct
1471,correct
1472,correct
1473,correct
1474,correct
1475,incorrect
1476,correct
1477,incorrect
1478,correct
1479,incorrect
1480,incorrect
1481,incorrect
1482,incorrect
1483,correct
1484,correct
1485,correct
1486,incorrect
1487,correct
1488,correct
1489,correct
1490,correct
1491,incorrect
1492,correct
1493,correct
1494,correct
1495,correct
1496,incorrect
1497,correct
1498,incorrect
1499,incorrect
1500,correct
1501,correct
1502,correct
1503,incorrect
1504,correct
1505,incorrect
1506,correct
1507,correct
1508,correct
1509,incorrect
1510,incorrect
1511,incorrect
1512,correct
1513,correct
1514,correct
1515,correct
1516,correct
1517,incorrect
1518,correct
1519,correct
1520,incorrect
1521,correct
1522,correct
1523,correct
1524,incorrect
1525,incorrect
1526,incorrect
1527,incorrect
1528,correct
1529,incorrect
1530,incorrect
1531,incorrect
1532,incorrect
1533,correct
